779 0.076  0.0299  0.052   1.95 0.087  0.0509  0.042  2.63 0.082  0.0205  0.047  1.79 
780 0.069  0.0258  0.061   1.68 0.056  0.0178  0.082  0.72 0.074  0.0272  0.068  1.05 
781 0.098  0.0505  0.030   3.14 0.080  0.0414  0.045  2.62 0.066  0.0154  0.055  0.97 
782 0.064  0.0194  0.071   0.89 0.061  0.0179  0.072  0.86 0.068  0.0211  0.071  0.92 
783 0.064  0.0189  0.075   0.44 0.059  0.0166  0.086  6.20 0.073  0.0237  0.060  1.14 
784 0.066  0.0315  0.056   0.98 0.068  0.0361  0.055  1.04 0.069  0.0205  0.068  0.91 
785 0.079  0.0388  0.050   2.17 0.057  0.0176  0.177  0.01 0.101  0.0667  0.054  2.14 
786 0.066  0.0190  0.069   1.01 0.060  0.0255  0.177  0.34 0.066  0.0233  0.066  1.31 
787 0.073  0.0324  0.047   2.35 0.061  0.0165  0.078  0.98 0.065  0.0266  0.066  1.13 
788 0.054  0.0150  0.082   0.12 0.048  0.0130  0.088  5.74 0.068  0.0226  0.072  0.94 
789 0.061  0.0158  0.178   0.05 0.053  0.0150  0.176  0.16 0.090  0.0274  0.073  1.01 
790 0.060  0.0121  0.066   1.22 0.062  0.0207  0.404  2.59 0.087  0.0255  0.058  1.27 
791 0.061  0.0109  0.174   6.16 0.056  0.0134  0.074  0.53 0.073  0.0209  0.149  1.18 
792 0.068  0.0153  0.056   1.49 0.065  0.0205  0.171  0.54 0.066  0.0144  0.066  0.75 
793 0.095  0.0508  0.036   2.90 0.091  0.0333  0.069  1.16 0.067  0.0141  0.086  6.07 
794 0.076  0.0374  0.034   2.61 0.056  0.0234  0.056  0.99 0.067  0.0273  0.062  1.49 
795 0.130  0.0983  0.027   3.42 0.079  0.0279  0.065  1.26 0.053  0.0211  0.087  0.50 
796 0.057  0.0125  0.067   1.01 0.070  0.0476  0.144  1.97 0.059  0.0218  0.073  0.97 
797 0.060  0.0165  0.058   1.18 0.056  0.0213  0.058  1.35 0.069  0.0204  0.153  1.39 
798 0.058  0.0119  0.068   0.71 0.064  0.0275  0.132  2.80 0.100  0.0311  0.060  1.31 
799 0.053  0.0129  0.067   0.56 0.052  0.0147  0.416  1.69 0.067  0.0222  0.054  1.13 
800 0.048  0.0160  0.084   6.07 0.043  0.0142  0.089  5.06 0.116  0.0533  0.068  1.12 
801 0.045  0.0163  0.104   5.45 0.038  0.0189  0.110  5.25 0.073  0.0213  0.057  1.15 
802 0.048  0.0101  0.177   5.11 0.045  0.0159  0.218  4.03 0.121  0.0435  0.052  1.44 
803 0.042  0.0145  0.044   0.65 0.044  0.0176  0.083  5.31 0.078  0.0277  0.052  1.41 
804 0.055  0.0182  0.221   3.45 0.056  0.0237  0.178  6.05 0.063  0.0151  0.216  3.33 
805 0.047  0.0156  0.220   3.65 0.051  0.0224  0.371  4.59 0.050  0.0158  0.500  1.59 
806 0.047  0.0133  0.073   6.25 0.058  0.0150  0.078  1.07 0.049  0.0244  0.080  5.69 
807 0.046  0.0145  0.414   1.99 0.039  0.0150  0.413  2.00 0.057  0.0174  0.116  5.02 
808 0.044  0.0156  0.218   3.72 0.040  0.0159  0.208  3.90 0.055  0.0265  0.112  4.98 
809 0.055  0.0148  0.056   1.82 0.049  0.0153  0.175  4.77 0.073  0.0215  0.066  1.06 
810 0.048  0.0079  0.500   1.59 0.043  0.0102  0.155  5.58 0.067  0.0305  0.121  3.66 
811 0.045  0.0079  0.300   2.70 0.039  0.0085  0.108  4.04 0.061  0.0107  0.456  3.12 
812 0.043  0.0031  0.071   6.14 0.040  0.0049  0.090  4.59 0.049  0.0078  0.189  5.64 
813 0.046  0.0077  0.134   2.43 0.040  0.0082  0.136  2.62 0.052  0.0094  0.252  3.75 
814 0.044  0.0074  0.071   0.19 0.041  0.0101  0.080  5.74 0.051  0.0085  0.064  1.09 
815 0.055  0.0100  0.065   0.06 0.067  0.0284  0.142  1.87 0.056  0.0130  0.169  4.36 
816 0.054  0.0142  0.080   5.48 0.054  0.0231  0.093  4.71 0.067  0.0116  0.055  1.12 
817 0.065  0.0143  0.081   5.64 0.054  0.0119  0.083  5.44 0.092  0.0390  0.162  4.23 
818 0.068  0.0269  0.075   5.72 0.080  0.0402  0.100  4.08 0.076  0.0273  0.068  0.37 
819 0.046  0.0164  0.189   4.85 0.044  0.0205  0.178  5.70 0.056  0.0202  0.087  5.98 
820 0.054  0.0096  0.071   0.03 0.049  0.0145  0.072  5.87 0.061  0.0120  0.137  5.29 
821 0.072  0.0201  0.080   0.13 0.072  0.0206  0.084  5.36 0.076  0.0285  0.086  0.15 
822 0.067  0.0161  0.122   1.73 0.051  0.0132  0.167  5.95 0.098  0.0322  0.098  2.89 
823 0.105  0.0345  0.063   1.15 0.072  0.0239  0.057  1.01 0.156  0.0827  0.131  6.10 
824 0.067  0.0099  0.166   5.50 0.055  0.0102  0.266  0.10 0.087  0.0246  0.139  0.03 
825 0.063  0.0183  0.044   2.10 0.051  0.0154  0.062  1.46 0.065  0.0186  0.054  0.83 
826 0.050  0.0150  0.083   0.34 0.045  0.0117  0.278  5.95 0.055  0.0190  0.086  6.24 
827 0.050  0.0168  0.182   5.71 0.051  0.0220  0.168  0.30 0.056  0.0151  0.088  6.07 
828 0.054  0.0151  0.072   0.86 0.054  0.0176  0.061  1.81 0.058  0.0177  0.073  0.41 
829 0.052  0.0171  0.045   1.77 0.053  0.0222  0.057  1.01 0.054  0.0099  0.075  0.06 
830 0.055  0.0522  0.440   3.89 0.053  0.0514  0.441  3.79 0.063  0.0499  0.437  4.04 
831 0.721  0.3832  0.100   4.53 0.741  0.3278  0.126  3.42 0.820  0.4480  0.096  4.57 
832 0.068  0.0223  0.119   2.35 0.087  0.0524  0.130  2.45 0.064  0.0158  0.112  2.31 
833 0.069  0.0159  0.190   3.81 0.073  0.0198  0.200  3.91 0.066  0.0174  0.139  5.32 
834 0.116  0.0718  0.121   2.28 0.112  0.0785  0.118  2.32 0.125  0.0663  0.125  2.33 
835 0.087  0.0119  0.098   4.86 0.098  0.0251  0.105  4.72 0.081  0.0153  0.449  3.76 
836 0.080  0.0306  0.192   4.62 0.070  0.0427  0.182  5.45 0.176  0.1452  0.097  4.95 
837 0.065  0.0280  0.144   5.30 0.067  0.0327  0.089  0.49 0.085  0.0184  0.274  2.29 
838 0.055  0.0337  0.433   1.04 0.053  0.0271  0.370  3.62 -0.018  0.1677  0.135  5.81 
839 0.593  0.8202  0.124   3.17 0.592  0.8316  0.124  3.14 0.600  0.8046  0.123  3.26 
840 1.425  1.6087  0.139   2.69 1.628  1.4318  0.129  3.20 1.392  1.6586  0.142  2.61 
841 0.073  0.0196  0.187   0.10 0.067  0.0215  0.199  0.36 0.089  0.0386  0.193  5.50 
842 0.093  0.0299  0.167   1.16 0.129  0.1156  0.155  1.85 0.161  0.1119  0.129  2.33 
843 0.072  0.0221  0.193   6.02 0.073  0.0429  0.186  0.10 0.089  0.0101  0.090  4.25 
844 0.095  0.0382  0.183   0.26 0.116  0.0845  0.368  5.07 0.094  0.0323  0.203  4.91 
845 0.085  0.0180  0.091   1.76 0.195  0.0786  0.077  2.02 0.087  0.0163  0.430  1.70 
846 0.094  0.0492  0.367   4.16 0.107  0.1068  0.435  1.25 0.102  0.0304  0.305  0.74 
847 0.085  0.0426  0.364   4.33 0.088  0.0654  0.214  4.84 0.089  0.0344  0.358  4.26 
848 0.083  0.0110  0.354   4.05 0.081  0.0121  0.320  4.77 0.091  0.0237  0.379  3.39 
849 0.095  0.0326  0.127   3.14 0.174  0.1674  0.134  2.60 0.085  0.0219  0.067  5.72 
850 0.204  0.2269  0.131   2.25 0.321  0.3919  0.125  2.46 0.211  0.2097  0.128  2.38 
851 0.111  0.0491  0.157   1.55 0.172  0.1625  0.161  1.63 0.128  0.0694  0.128  2.40 
852 0.089  0.0347  0.283   1.71 0.094  0.0444  0.274  1.92 0.100  0.0438  0.125  2.53 
853 0.077  0.0191  0.448   3.23 0.156  0.1383  0.127  2.80 0.083  0.0229  0.055  1.09 
854 0.079  0.0325  0.281   2.04 0.241  0.2862  0.127  2.61 0.072  0.0217  0.187  4.80 
855 0.062  0.0225  0.059   6.03 0.133  0.1279  0.126  3.02 0.080  0.0182  0.425  1.74 
856 0.053  0.0123  0.069   5.88 0.056  0.0091  0.185  3.69 0.074  0.0246  0.305  0.67 
857 0.113  0.0882  0.138   1.84 0.130  0.1318  0.148  1.27 0.035  0.2135  0.438  0.80 
858 0.081  0.0360  0.141   1.27 0.223  0.2597  0.128  2.53 0.090  0.0444  0.154  0.70 
859 0.077  0.0397  0.157   0.81 0.133  0.1255  0.135  2.30 0.152  0.0526  0.070  1.33 
860 0.078  0.0283  0.134   2.11 0.062  0.0109  0.450  1.28 0.143  0.1249  0.132  2.25 
861 0.094  0.0565  0.132   2.25 0.078  0.0308  0.452  0.66 0.139  0.1359  0.132  2.18 
862 0.080  0.0363  0.145   1.59 0.115  0.0935  0.130  2.20 0.074  0.0248  0.176  0.06 
863 0.071  0.0184  0.167   0.71 0.096  0.0621  0.134  2.00 0.073  0.0232  0.368  5.63 
864 0.073  0.0192  0.164   1.00 0.072  0.0317  0.245  3.74 0.083  0.0249  0.169  0.90 
865 0.067  0.0247  0.121   2.79 0.060  0.0209  0.120  2.74 0.078  0.0357  0.122  2.85 
866 0.054  0.0154  0.089   1.36 0.060  0.0247  0.182  6.21 0.061  0.0197  0.111  0.13 
867 0.087  0.0389  0.140   1.86 0.100  0.0672  0.127  2.40 0.094  0.0478  0.165  0.74 
868 0.068  0.0158  0.368   4.11 0.058  0.0155  0.364  3.99 0.143  0.1035  0.138  2.45 
869 0.070  0.0242  0.164   0.68 0.150  0.1661  0.137  1.93 0.079  0.0425  0.448  3.51 
870 0.050  0.0205  0.121   5.90 0.104  0.0992  0.140  1.80 0.084  0.0414  0.196  2.80 
871 0.079  0.0329  0.157   1.02 0.219  0.2655  0.133  2.17 0.079  0.0337  0.440  3.60 
872 0.059  0.0257  0.189   5.36 0.085  0.0658  0.149  1.20 0.083  0.0492  0.108  4.85 
873 0.077  0.0261  0.167   0.66 0.067  0.0178  0.201  6.22 0.101  0.0586  0.168  0.50 
874 0.071  0.0247  0.196   5.01 0.073  0.0211  0.092  1.11 0.089  0.0444  0.198  4.50 
875 0.077  0.0203  0.173   0.40 0.071  0.0235  0.145  1.66 0.096  0.0258  0.184  6.26 
876 0.093  0.0544  0.046   1.94 0.073  0.0506  0.031  1.89 0.105  0.0689  0.087  0.10 
877 0.063  0.0143  0.215   5.63 0.055  0.0159  0.226  5.09 0.334  0.1301  0.060  1.44 
878 0.100  0.0584  0.032   2.88 0.061  0.0189  0.056  1.29 0.081  0.0421  0.066  0.81 
879 0.069  0.0225  0.166   0.00 0.053  0.0145  0.164  0.27 0.103  0.0475  0.161  0.09 
880 0.066  0.0396  0.179   5.61 0.145  0.1796  0.133  2.07 0.101  0.0594  0.189  4.34 
881 0.074  0.0177  0.064   1.06 0.093  0.0377  0.065  1.10 0.116  0.0703  0.112  3.81 
882 0.054  0.0169  0.128   2.56 0.072  0.0516  0.129  2.95 0.103  0.1002  0.128  2.25 
883 0.061  0.0181  0.275   3.83 0.056  0.0263  0.199  4.80 0.237  0.0947  0.056  1.40 
884 0.078  0.0560  0.443   3.65 0.062  0.0389  0.449  3.33 0.149  0.1113  0.129  2.82 
885 0.057  0.0174  0.449   3.63 0.059  0.0365  0.460  2.75 0.114  0.1165  0.241  0.17 
886 0.055  0.0188  0.057   1.15 0.042  0.0154  0.187  5.09 0.118  0.0956  0.120  3.37 
887 0.061  0.0230  0.078   5.09 0.058  0.0184  0.094  4.62 0.011  0.0831  0.027  0.83 
888 1.660  2.1470  0.052   1.90 1.631  2.1309  0.052  1.87 1.723  2.1753  0.051  1.96 
889 0.048  0.0147  0.150   3.86 0.038  0.0161  0.150  4.08 0.075  0.0150  0.138  2.41 
890 1.667  2.1834  0.052   1.86 1.677  2.1954  0.052  1.87 1.685  2.1726  0.052  1.88 
891 0.049  0.0214  0.120   3.58 0.049  0.0334  0.125  3.22 0.057  0.0147  0.096  3.92 
892 1.727  2.2803  0.053   1.87 1.717  2.2809  0.053  1.86 1.755  2.2742  0.052  1.88 
893 0.052  0.0165  0.366   2.84 0.044  0.0193  0.500  1.59 0.112  0.0483  0.050  1.36 
894 1.980  2.5415  0.052   1.96 1.973  2.4909  0.051  1.98 2.025  2.5730  0.054  1.90 
895 0.069  0.0499  0.124   2.54 0.069  0.0648  0.122  2.82 0.095  0.0407  0.177  5.76 
896 0.082  0.0355  0.083   1.22 0.090  0.0407  0.080  1.21 0.074  0.0275  0.193  5.35 
897 0.048  0.0208  0.177   4.91 0.047  0.0196  0.071  0.81 0.060  0.0396  0.475  1.49 
898 0.080  0.0538  0.080   0.73 0.072  0.0398  0.075  0.95 0.105  0.0708  0.087  0.14 
899 0.106  0.0748  0.057   1.98 0.134  0.0888  0.106  0.87 -0.091  0.2744  0.118  0.29 
900 0.060  0.0371  0.073   0.69 0.057  0.0318  0.064  0.97 0.071  0.0464  0.086  0.01 
901 0.058  0.0341  0.072   1.00 0.072  0.0467  0.047  2.31 0.064  0.0417  0.088  0.12 
902 0.049  0.0229  0.086   6.06 0.041  0.0185  0.091  5.96 0.063  0.0320  0.081  6.09 
903 0.034  0.0156  0.061   0.93 0.329  0.3160  0.005  4.19 0.042  0.0202  0.143  5.38 
904 0.041  0.0133  0.088   5.77 0.037  0.0146  0.090  5.80 0.047  0.0123  0.083  5.59 
905 0.034  0.0042  0.080   0.47 0.028  0.0034  0.450  0.34 0.042  0.0092  0.090  6.06 
906 1.847  1.7991  0.132   2.81 1.839  1.8146  0.132  2.81 1.659  1.2685  0.442  4.77 
907 0.031  0.0067  0.095   5.69 0.027  0.0068  0.105  5.56 0.036  0.0070  0.075  5.88 
908 0.033  0.0062  0.184   4.21 0.030  0.0061  0.178  4.60 0.037  0.0061  0.187  3.73 
909 0.030  0.0091  0.124   5.64 0.025  0.0111  0.119  5.66 0.036  0.0071  0.064  0.81 
910 0.040  0.0091  0.187   4.05 0.037  0.0120  0.195  3.84 0.051  0.0180  0.287  3.27 
911 0.056  0.0190  0.278   2.54 0.044  0.0116  0.295  2.08 0.116  0.0962  0.127  2.48 
912 0.042  0.0050  0.171   5.42 0.037  0.0087  0.069  5.39 0.048  0.0067  0.148  0.10 
913 0.038  0.0239  0.156   2.11 0.033  0.0167  0.154  2.46 0.053  0.0378  0.149  1.94 
914 0.038  0.0133  0.142   1.91 0.035  0.0087  0.367  2.90 0.043  0.0189  0.153  1.48 
915 0.048  0.0206  0.096   4.51 0.151  0.1888  0.127  2.75 0.040  0.0150  0.056  0.85 
