149.3015589038279	-17.83519294793667	-10			
149.3015957879876	-17.83513495714115	-10			
149.3016350445961	-17.83507988959923	-10			
149.3016768144135	-17.8350279041744	-10			
149.301721277836	-17.8349792083385	-10			
149.3017686577409	-17.83493406144383	-10			
149.3018192230017	-17.83489277881336	-10			
149.301873285471	-17.83485572821568	-10			
149.3019301187992	-17.83482206504679	-10			
149.3019868530107	-17.83478844648767	-10			
149.3020406503712	-17.83475157746375	-10			
149.3020909330373	-17.83471075574613	-10			
149.3021381629194	-17.83466646899445	-10			
149.3021827938923	-17.83461919578916	-10			
149.3022252687146	-17.83456940193653	-10			
149.3022660209221	-17.83451754246105	-10			
149.3023054766823	-17.83446406355176	-10			
149.3023440566174	-17.83440940447073	-10			
149.3023821776033	-17.83435399943203	-10			
149.3024202545527	-17.83429827945895	-10			
149.3024587021901	-17.83424267422769	-10			
149.3024979368255	-17.83418761390526	-10			
149.3025383781352	-17.83413353098945	-10			
149.3025803167794	-17.83408076632345	-10			
149.3026230687394	-17.83402896686022	-10			
149.3026655227282	-17.83397748098306	-10			
149.3027065599036	-17.83392566145777	-10			
149.3027450351005	-17.83387285485134	-10			
149.3027797555553	-17.8338183893919	-10			
149.3028095291977	-17.83376159741855	-10			
149.302834318661	-17.83370238599236	-10			
149.302855094427	-17.83364116248489	-10			
149.3028728377053	-17.8335783394661	-10			
149.3028885125955	-17.83351432048105	-10			
149.3029030715265	-17.83344950232679	-10			
149.3029174606309	-17.83338427729121	-10			
149.3029326250826	-17.83331903536649	-10			
149.3029495144308	-17.83325416644947	-10			
149.3029690879567	-17.83319006254165	-10			
149.3029923200866	-17.83312711996091	-10			
149.3030201977395	-17.83306573941009	-10			
149.3030526773214	-17.83300604987143	-10			
149.3030876705008	-17.83294764349065	-10			
149.3031228881545	-17.83289007069555	-10			
149.3031560454641	-17.83283289789948	-10			
149.3031848181002	-17.83277569918648	-10			
149.3032067982084	-17.83271804823002	-10			
149.3032202034839	-17.83265962634638	-10			
149.3032253902488	-17.83260045116906	-10			
149.3032230984977	-17.83254060135614	-10			
149.3032140473011	-17.83248015367816	-10			
149.3031989368174	-17.83241918323285	-10			
149.3031784502516	-17.83235776365537	-10			
149.3031532557671	-17.83229596732419	-10			
149.3031240083553	-17.83223386556371	-10			
149.3030913516674	-17.83217152884372	-10			
149.3030559198163	-17.83210902697668	-10			
149.3030183391502	-17.83204642931294	-10			
149.3029792300048	-17.83198380493485	-10			
149.3029392084398	-17.83192122284999	-10			
149.3028988879617	-17.8318587521843	-10			
149.3028588812409	-17.83179646237544	-10			
149.3028198018229	-17.83173442336666	-10			
149.3027821520432	-17.83167268521298	-10			
149.3027460197464	-17.8316112230931	-10			
149.3027114002443	-17.83154999544951	-10			
149.3026782922508	-17.83148896125207	-10			
149.3026466978796	-17.83142807990568	-10			
149.3026166226482	-17.83136731115901	-10			
149.3025880754908	-17.83130661501397	-10			
149.3025610687784	-17.83124595163574	-10			
