0    3.705
1    4.906
2    3.815
3    3.741
4    3.454
5    3.324
6    3.253
7    3.162
8    3.126
9    3.092
10    3.072
11    3.038
12    3.018
13    3.054
14    3.012
15    2.966
16    2.915
17    2.857
18    2.814
19    2.787
20    2.761
21    2.741
22    2.719
23    2.705
24    2.684
25    2.660
26    2.652
27    2.631
28    2.590
29    2.572
30    2.549
31    2.537
32    2.519
33    2.499
34    2.480
35    2.465
36    2.442
37    2.421
38    2.381
39    2.317
40    2.262
41    2.223
42    2.190
43    2.152
44    2.099
45    2.041
46    1.962
47    1.888
48    1.818
49    1.678
50    1.633
51    1.586
52    1.547
53    1.506
54    1.469
55    1.378
56    1.327
57    1.276
58    1.225
59    1.180
60    1.140
61    1.101
62    1.061
63    1.012
64    0.975
65    0.951
66    0.762
67    0.734
68    0.707
69    0.680
70    0.653
71    0.649
72    0.645
73    0.641
74    0.637
75    0.633
76    0.590
77    0.580
78    0.552
79    0.529
80    0.570
81    0.506
82    0.499
