0    4.424
1    5.774
2    4.892
3    4.768
4    4.231
5    4.012
6    3.900
7    3.408
8    3.032
9    2.909
10    2.941
11    2.876
12    2.871
13    2.885
14    2.883
15    2.889
16    2.908
17    2.923
18    2.932
19    2.945
20    2.956
21    2.962
22    2.974
23    2.982
24    2.989
25    2.999
26    3.006
27    3.001
28    3.004
29    2.973
30    2.893
31    2.810
32    2.754
33    2.681
34    2.633
35    2.590
36    2.547
37    2.526
38    2.520
39    2.515
40    2.511
41    2.500
42    2.485
43    2.444
44    2.355
45    2.272
46    2.215
47    2.125
48    2.054
49    1.978
50    1.916
51    1.848
52    1.784
53    1.730
54    1.680
55    1.633
56    1.593
57    1.554
58    1.514
59    1.480
60    1.449
61    1.420
62    1.386
63    1.353
64    1.316
65    1.275
66    1.239
67    1.208
68    1.178
69    1.146
70    1.115
71    1.079
72    1.049
73    1.029
74    1.008
75    0.982
76    0.929
77    0.770
78    0.744
79    0.725
80    0.695
81    0.673
82    0.662
83    0.637
84    0.591
85    0.550
86    0.398
87    0.388
88    0.197
89      NaN
90      NaN
91      NaN
92    0.556
93    0.558
94    0.539
95    0.520
96    0.540
97    0.479
98    0.494
99    0.484
100    0.469
101    0.464
102    0.470
103    0.441
