0      NaN
1      NaN
2      NaN
3      NaN
4    3.301
5    3.096
6    2.753
7    2.669
8    2.704
9      NaN
10      NaN
11      NaN
12      NaN
13      NaN
14    2.051
15    2.046
16    2.024
17    1.969
18    1.921
19    1.841
20    1.836
21    1.754
22    1.672
23    1.590
24    1.465
25    1.400
26    1.387
27    1.327
28    1.310
29    1.185
30    1.495
31    1.413
32    1.380
33    1.346
34    1.262
35    0.950
36    0.946
37    0.933
38    0.849
39    0.809
40    0.769
41    0.729
42    0.689
43    0.649
44    0.626
45    0.583
46    0.522
47    0.581
48    0.532
49    0.483
50    0.434
51    0.385
52    0.505
53    0.499
54    0.498
55    0.471
56    0.478
57    0.493
58    0.415
59    0.338
60    0.333
61    0.400
62    0.404
63    0.397
64    0.372
65    0.357
66    0.362
67    0.330
68    0.286
69    0.241
70    0.144
71    0.178
72    0.213
73    0.224
74    0.230
75    0.207
76    0.104
77    0.285
78    0.282
79    0.279
80    0.287
81    0.292
82    0.289
83    0.529
84    0.263
85    0.513
86    0.507
87    0.501
88    0.490
89    0.478
90    0.465
91    0.451
92    0.442
93    0.433
94    0.422
