0      NaN
1      NaN
2    5.060
3    5.270
4    4.625
5    4.600
6    4.360
7    4.710
8    4.220
9    3.510
10    3.360
11    2.780
12    3.090
13    3.180
14    3.000
15    3.110
16    2.930
17    3.170
18    3.380
19    2.980
20    3.230
21    3.160
22    3.320
23    2.975
24    3.160
25    3.060
26    2.940
27    2.850
28    2.770
29    2.890
30    2.460
31    2.600
32    2.490
33    2.170
34    2.140
35    2.260
36    1.990
37    1.980
38    1.880
39    2.070
40    1.750
41    1.530
42    1.420
