0      NaN
1      NaN
2      NaN
3      NaN
4      NaN
5      NaN
6      NaN
7    2.972
8    2.925
9    2.921
10    2.838
11    2.775
12    2.763
13    2.733
14    2.690
15    2.665
16    2.619
17    2.598
18    2.610
19    2.576
20    2.566
21    2.541
22    2.485
23    2.458
24    2.414
25    2.357
26    2.313
27    2.311
28    2.288
29    2.268
30    2.247
31    2.165
32    2.104
33    2.054
34    1.983
35    1.914
36    1.993
37    2.023
38    2.004
39    1.946
40    1.939
41    1.890
42    1.823
43    1.711
44    1.598
45    1.578
46    1.533
47    1.325
48    1.278
49    1.408
50    1.399
51    1.331
52    1.283
53    1.261
54    1.238
55    1.215
56    1.192
57    1.171
58    1.158
59    0.890
60    0.872
61    0.837
62    0.838
63    0.857
64    0.846
65    0.808
66    0.795
67    0.778
68    0.943
69    0.938
70    0.801
71    0.788
72    0.784
73    0.771
74    0.739
75    0.701
76    0.664
77    0.627
78    0.598
79    0.585
80    0.578
81    0.593
82    0.596
83    0.600
84    0.620
85    0.587
86    0.520
87    0.454
88    0.436
89    0.404
90    0.388
91    0.395
92    0.390
93    0.365
94    0.396
95    0.349
