0    5.170
1    4.375
2    4.130
3    4.090
4    3.915
5    3.610
6    3.380
7    3.208
8    3.086
9    3.058
10    2.919
11    2.843
12    2.855
13    2.723
14    2.700
15    2.628
16    2.577
17    2.579
18    2.582
19    2.584
20    2.587
21    2.583
22    2.579
23    2.576
24    2.572
25    2.568
26    2.564
27    2.560
28    2.541
29    2.525
30    2.647
31    2.742
32    2.733
33    2.722
34    2.745
35    2.595
36    2.445
37    2.449
38    2.542
39    2.500
40    2.403
41    2.368
42    2.360
43    2.305
44    2.265
45    2.160
46    2.055
47    2.008
48    1.966
49    1.984
50    1.892
51    1.876
52    1.783
53    1.710
54    1.659
55    1.618
56    1.572
57    1.491
58    1.445
59    1.387
60    1.385
61    1.232
62    1.208
63    1.207
64    1.205
65    1.139
66    1.056
67    0.988
68    0.960
69    0.947
70    0.941
71    0.829
72    0.790
73    0.786
74    0.787
75    0.768
76    0.713
77    0.694
78    0.647
79    0.658
80    0.601
81    0.542
82    0.491
83    0.485
84    0.461
85    0.427
86    0.351
87    0.341
88    0.330
89    0.310
90    0.419
91    0.410
92    0.399
93    0.375
94    0.364
95    0.354
96    0.340
97    0.321
98    0.299
99    0.289
100    0.272
101    0.255
102    0.384
103    0.351
104    0.338
105    0.362
106    0.317
107    0.319
108    0.292
109    0.280
110    0.254
111    0.242
112    0.250
113    0.220
114    0.209
115    0.195
116    0.084
117    0.080
118    0.102
119    0.068
120    0.028
121      NaN
122      NaN
123      NaN
124      NaN
125      NaN
126    0.111
127    0.100
128    0.092
