0      NaN
1      NaN
2      NaN
3      NaN
4      NaN
5      NaN
6      NaN
7    3.572
8    3.503
9    3.444
10    3.427
11    3.313
12    3.276
13    3.237
14    3.234
15    3.128
16    3.075
17    3.022
18    2.993
19    3.026
20      NaN
21      NaN
22      NaN
23      NaN
24      NaN
25      NaN
26      NaN
27    2.761
28    2.756
29    2.744
30    2.700
31    2.581
32    2.546
33    2.503
34      NaN
35      NaN
36      NaN
37    2.702
38    2.399
39    2.436
40    2.257
41    2.375
42      NaN
43      NaN
44      NaN
45      NaN
46      NaN
47    2.689
48    2.575
49    2.336
50    2.023
51    2.038
52    2.011
53      NaN
54      NaN
55    1.230
56    1.230
57    1.196
58    1.471
59    1.445
60    1.419
61    1.410
62      NaN
63      NaN
64      NaN
65      NaN
66      NaN
67      NaN
68      NaN
69    1.121
70    1.129
71    1.120
72    0.966
73      NaN
74      NaN
75    0.626
76    0.619
77      NaN
78      NaN
79    0.694
80    0.778
81    0.764
82    0.792
83      NaN
84      NaN
85      NaN
86      NaN
87      NaN
88      NaN
89    0.564
90    0.583
91    0.590
92    0.555
93      NaN
94      NaN
95      NaN
96      NaN
97      NaN
98      NaN
99    0.519
100    0.477
101    0.471
102    0.403
103    0.485
104    0.478
105    0.500
106      NaN
107      NaN
108      NaN
109    0.303
110    0.260
111    0.259
112    0.255
113    0.234
114    0.260
115    0.255
116    0.220
117    0.211
118    0.202
119    0.170
120    0.142
121    0.136
122    0.103
123    0.065
124    0.057
125    0.043
126    0.052
127    0.041
128    0.030
129    0.020
130    0.010
