0      NaN
1      NaN
2      NaN
3      NaN
4      NaN
5      NaN
6      NaN
7      NaN
8      NaN
9    3.227
10    3.209
11    3.190
12    3.102
13    3.044
14    2.937
15    2.840
16    2.790
17    2.716
18    2.574
19    2.516
20    2.457
21    2.398
22    2.368
23    2.372
24    2.349
25    2.264
26    2.238
27    2.201
28    2.169
29    2.137
30    2.036
31    2.012
32    1.964
33    1.722
34    1.665
35    1.593
36    1.529
37    1.465
38    1.400
39    1.491
40    1.432
41    1.396
42    1.374
43    1.322
44    1.281
45    1.252
46    1.185
47    1.118
48    1.051
49    1.021
50    1.010
51    0.974
52    0.948
53    0.920
54    0.894
55    0.850
56    0.820
57    0.801
58    0.748
59    0.585
60    0.566
61    0.543
62    0.518
63    0.499
64    0.499
65    0.571
66    0.590
67    0.570
68    0.369
69    0.366
70    0.351
71    0.341
72    0.334
73    0.309
74    0.284
75    0.454
76    0.448
77    0.432
78    0.423
79    0.387
80    0.389
81    0.388
82    0.380
83    0.372
84    0.366
85    0.357
86    0.326
87    0.080
88      NaN
89      NaN
90      NaN
91      NaN
92      NaN
93      NaN
94    0.400
95    0.398
96    0.387
97    0.393
98    0.392
99    0.361
100    0.331
101    0.300
102    0.270
103    0.268
104    0.279
105      NaN
106      NaN
107      NaN
108      NaN
109      NaN
110    0.285
111    0.201
112    0.180
113    0.176
114    0.168
115    0.230
116    0.220
