0      NaN
1      NaN
2      NaN
3      NaN
4      NaN
5      NaN
6      NaN
7      NaN
8    3.263
9    3.266
10    3.209
11    3.182
12    3.198
13    3.201
14    3.177
15    3.153
16    3.128
17    3.104
18    3.080
19    3.070
20    3.104
21    3.137
22    2.993
23    2.849
24    2.705
25    2.560
26    2.416
27    2.272
28    2.833
29    2.631
30      NaN
31      NaN
32      NaN
33      NaN
34      NaN
35      NaN
36    1.785
37    1.781
38    1.833
39    1.860
40      NaN
41      NaN
42      NaN
43      NaN
44    1.322
45    1.318
46    1.306
47      NaN
48      NaN
49    1.169
50    1.169
51      NaN
52      NaN
53      NaN
54    0.905
55    0.887
56    0.885
57    0.853
58    0.830
59    0.812
60    0.797
61    0.769
62    0.680
63    0.646
64    0.643
65    0.628
66      NaN
67      NaN
68      NaN
69    0.538
70    0.526
71    0.510
72    0.510
73    0.442
74    0.430
75    0.458
76    0.441
77    0.428
78    0.426
79    0.419
80    0.404
81    0.375
82    0.347
83    0.318
84    0.303
85    0.290
86    0.253
87    0.249
88    0.189
89    0.132
90    0.063
