0    3.120
1    1.220
2    3.364
3    3.250
4    3.173
5    3.112
6    3.051
7    2.938
8    2.938
9    2.897
10    2.866
11    2.801
12    2.816
13    2.808
14    2.819
15    2.802
16    2.796
17    2.777
18    2.788
19    2.781
20    2.773
21    2.766
22    2.759
23    2.762
24    2.792
25    2.791
26    2.801
27    2.811
28    2.812
29    2.781
30    2.783
31    2.775
32    2.746
33    2.680
34    2.622
35    2.687
36    2.633
37    2.614
38    2.562
39    2.548
40    2.487
41    2.450
42    2.321
43    2.316
44    2.247
45    2.194
46    2.244
47    2.189
48    2.157
49    2.123
50    1.983
51    1.938
52    1.897
53    1.895
54    1.840
55    1.747
56    1.692
57    1.632
58    1.568
59    1.525
60    1.465
61    1.441
62    1.463
63    1.424
64    1.382
65    1.326
66    1.276
67    1.235
68    1.213
69    1.162
70    1.107
71    1.065
72    1.043
73    1.015
74    0.984
75    0.965
76    0.933
77    0.904
78    0.879
79    0.856
80    0.844
81    0.822
82    0.794
83    0.754
84    0.742
85    0.726
86    0.705
87    0.693
88    0.674
89    0.665
90    0.655
91    0.616
92    0.615
93    0.598
94    0.570
95    0.557
96    0.538
97    0.525
98    0.512
99    0.476
100    0.486
101    0.449
102    0.442
103    0.408
104    0.398
105    0.380
106    0.390
107    0.378
108    0.351
109    0.332
110    0.323
111    0.306
112    0.296
113    0.272
114    0.258
115    0.251
116    0.235
117    0.221
118    0.196
119    0.207
120    0.186
121    0.180
122    0.156
123    0.151
124    0.134
125    0.122
126    0.108
127    0.102
128    0.114
129    0.099
130    0.079
131    0.035
132    0.017
133    0.040
134    0.038
135    0.017
