0      NaN
1      NaN
2      NaN
3      NaN
4      NaN
5      NaN
6      NaN
7      NaN
8    3.488
9    3.471
10    3.531
11    3.557
12    3.373
13    3.149
14    3.036
15    3.018
16    3.008
17    2.985
18    2.977
19    2.986
20    2.957
21    2.945
22    2.931
23    2.917
24    2.892
25    2.864
26    2.704
27    2.583
28    2.547
29    2.536
30    2.537
31    2.499
32    2.919
33    2.979
34    2.949
35      NaN
36      NaN
37      NaN
38      NaN
39      NaN
40    2.039
41    1.998
42      NaN
43      NaN
44      NaN
45    2.155
46    1.997
47    1.979
48    1.932
49    1.868
50    1.646
51    1.643
52    1.618
53    1.608
54    1.544
55    1.551
56    1.537
57      NaN
58      NaN
59      NaN
60    1.163
61    1.169
62      NaN
63      NaN
64    1.272
65    1.210
66    1.125
67    1.127
68      NaN
69      NaN
70      NaN
71    0.804
72    0.802
73    0.817
74      NaN
75    0.753
76    0.757
77      NaN
78      NaN
79      NaN
80      NaN
81    0.491
82    0.479
83    0.492
84    0.430
85    0.379
86    0.379
87    0.380
88    0.351
89    0.350
90    0.336
91    0.322
92    0.244
93    0.238
94    0.242
95    0.194
96    0.191
97    0.150
98    0.160
99    0.130
100      NaN
101      NaN
102      NaN
103      NaN
104      NaN
105    0.173
106    0.046
107    0.015
