0    4.360
1    4.260
2    4.120
3    4.050
4    3.915
5    3.810
6    3.710
7    3.525
8    3.390
9    3.335
10    3.230
11    3.170
12    3.000
13    2.961
14    2.971
15    2.916
16    2.901
17    2.894
18    2.891
19    2.894
20    2.896
21    2.907
22    2.889
23    2.880
24    2.855
25    2.808
26    2.835
27    2.829
28    2.806
29    2.803
30    2.854
31    2.840
32    2.851
33    2.830
34    2.822
35    2.795
36    2.802
37    2.826
38    2.806
39    2.804
40    2.545
41    2.568
42    2.634
43    2.586
44    2.471
45    2.338
46    2.258
47    2.190
48    2.122
49    2.055
50    1.987
51    1.919
52    1.771
53    1.767
54    1.766
55    1.754
56    1.713
57    1.682
58    1.640
59    1.544
60    1.448
61    1.400
62    1.399
63    1.383
64    1.376
65    1.358
66    1.343
67    1.327
68    1.248
69    1.169
70    1.090
71    1.059
72    1.033
73    1.015
74    0.976
75    0.959
76    0.951
77    0.935
78    0.933
79    0.924
80    0.785
81    0.798
82    0.775
83    0.741
84    0.730
85    0.713
86    0.700
87    0.686
88    0.668
89    0.646
90    0.628
91    0.591
92    0.554
93    0.517
94    0.481
95    0.444
96    0.438
97    0.417
98    0.400
99    0.365
100    0.359
101    0.348
102    0.335
103    0.313
104    0.291
105    0.268
106    0.246
107    0.223
108    0.218
109    0.199
110    0.183
111    0.180
112    0.177
113    0.168
114    0.158
115    0.154
116    0.138
117    0.110
118    0.083
119    0.064
120    0.047
121    0.041
122    0.030
123    0.025
124    0.020
125    0.011
126    0.003
