0    3.807
1    4.490
2    3.791
3    3.890
4    3.596
5    3.505
6    3.442
7    3.376
8    3.302
9    3.233
10    3.172
11    3.115
12    3.060
13    2.999
14    2.969
15    2.941
16    2.934
17    2.925
18    2.914
19    2.910
20    2.908
21    2.900
22    2.906
23    2.914
24    2.912
25    2.930
26    2.946
27    2.959
28    2.981
29    2.995
30    3.011
31    3.041
32    3.063
33    3.087
34    3.121
35    3.142
36    3.162
37    3.189
38    3.205
39    3.234
40    3.252
41    3.272
42    3.273
43    3.276
44    3.241
45    3.138
46    2.981
47    2.882
48    2.794
49    2.675
50    2.560
51    2.447
52    2.335
53    2.235
54    2.136
55    1.971
56    1.887
57    1.814
58    1.784
59    1.723
60    1.661
61    1.603
62    1.553
63    1.496
64    1.449
65    1.401
66    1.355
67    1.307
68    1.263
69    1.217
70    1.171
71    1.129
72    1.094
73    1.049
74    1.002
75    0.968
76    0.939
77    0.881
78    0.870
79    0.759
80    0.716
81    0.706
82    0.668
83    0.630
84    0.592
85    0.577
86    0.556
87    0.568
88    0.533
89    0.506
90    0.482
91    0.457
92    0.419
93    0.397
94    0.349
95    0.348
96    0.261
97    0.241
